Lap Details,Laptop state,Laptop price
*3 Years WW* Dell Latitude E5550 i5-5300U 16GB 120GB SSD W10P Cam,Pre-owned,£181.36
*3 Years WW* Lenovo ThinkPad T550 i5-5300U 16GB 1TB SSD W7 Cam,Pre-owned,£198.47
*3 Years WW* HP ProBook 450 G5 i5-8250U 4GB 120GB SSD W11H FullHD Cam,Pre-owned,£265.20
*3 Years WW* HP ZBook 15u G2 i7-5600U 4GB 500GB W10P M4170 FHD Cam,Pre-owned,£230.98
*3Y WW* Dell Latitude E5440 i5-4310U 8GB 500GB DRW 720M HDTV W10H Cam,Pre-owned,£136.88
*3 Years WW* HP EliteBook 850 G3 i5-6200U 32GB 1TB SSD W10P FullHD Cam,Pre-owned,£287.45
"HP EliteBook 840 G2 (14"" HD Notebook i5-5300U 2x2,30GHz 8GB RAM 1TB HDD Win7",Pre-owned,£614.95
*3 Years WW* HP ZBook 15 G3 E3-1505Mv5 8GB 500GB W10H M2000M FullHD Cam,Pre-owned,£315.68
"Lenovo ThinkPad L470 14"" FHD Notebook i3 2x2.40GHz 16GB 500GB HDD Win10+G-Data",Brand new,£684.35
"HP EliteBook 840 G3 (14"" FHD) Notebook i5 2x2.4GHz 4GB 120GB SSD Win7+Bag",Pre-owned,£598.80
"New listing12"""" Touches Rugged IP65 N5105 8GB SSD 4TB Windows 11 Pro 4G LTE Tablet PC",Brand new,"£1,989.09"
*3 Years WW* HP ProBook 650G2 i5-6200U 16GB 480GB SSD W10H HDTV Cam,Pre-owned,£203.61
*3 Years WW* HP ZBook 15 G4 i7-7820HQ 8GB 120GB SSD wi10 M2200 FullHD Cam,Pre-owned,£374.71
*3 Years WW* HP ZBook 15 G4 i7-7820HQ 32GB 480GB SSD W11H M2200 FHD TOUCH Cam,Pre-owned,£467.96
HP Pro Book 6560b i5 Laptop *Faulty for Hobbyists* Condition Acceptable,Parts only,£50.47
Microsoft Surface Pro X SQ1 16GB 512GB SSD LTE 2880x1920 Win 10 Pro *TOP ,Pre-owned,£854.64
Shop on eBay,Brand New,$20.00
15.6 Inch Laptop For 11 With Fingerprint Unlock Keyboard 16GB 1TB 2K,Brand new,£264.76 to £266.89
"15.6"""" FHD Laptop for 10 16GB 512GB 1920x1080 Front Camera 1.3MP GD2",Brand new,£296.54
despiece completo portatil hp g6-1305es,Parts only,£25.58
HP (15.6-Inch HD) Notebook AMD E2 3D Graphics 8GB Memory 256GB SSD Win10 Pro ,Brand new,£541.81
"New listingCore i7 12"""" Touch Rugged IP65 16GB SSD 2TB Personal Computer Tablet",Brand new,"£2,276.91"
15.6in Laptop For 11 1920x1080 IPS HD Quad Core Quad Thread 2.4G 5G ZZ1,Brand new,£240.23 to £250.04
*3 Years WW* HP ProBook 650G2 i5-6200U 16GB 480GB SSD W10H HDTV Cam,Pre-owned,£203.61
*3 Years WW* HP ZBook 15 G4 i7-7820HQ 8GB 120GB SSD wi10 M2200 FullHD Cam,Pre-owned,£374.71
Dell Vostro 3510 Business 15 15.6 Laptop Core i5 lap top 12GB RAM 512GB SSD b,Excellent - Refurbished,"£1,089.33"
Dell Latitude 3510 i5-10210U 16GB RAM 512GB SSD No OS | Fair Condition,Pre-owned,£170.97
New listingPC Tablet 12”Touchs Rugged IP65 N5105 RAM 8GB SSD 4TB Windows 11 Profi 4G LTE,Brand new,"£1,972.83"
Dell Latitude 7320 Business 13 13.3 Laptop Core i7 FHD slim 16GB RAM q,Excellent - Refurbished,£712.60
Dell Latitude 3420 Business 14 Laptop Core i7 11th Generation 32GB RAM I,Excellent - Refurbished,£940.21
Lenovo ThinkPad T470 Core i5-7300U@2.6GHz|16GBDDR4|512GBSSD Win 10 Pro,Pre-owned,£445.05
"HP Stream 14-ax020wm 14"" (32GB, Intel Celeron, 1.60GHz, 4GB) Notebook/Laptop...",Pre-owned,£150.01
"16"""" Laptop 12+512GB Intel Celeron N5095 FHD 1920x1200 Notebook Windows 11",Brand new,£230.13
HP Stream Notebook PC 11 Laptop 64 bit. 2GB RAM,Pre-owned,£80.01
*3 Years WW* Dell Latitude E5270 i3-6100U 32GB 480GB SSD W11H Cam,Pre-owned,£183.08
"DELL 7490 14"""" i5 8th LAYOUT ITA LAPTOP 4GB 240GB WINDOWS 11 PRO PC.",Excellent - Refurbished,£364.09
Dell Latitude 5440 Business 14 Laptop Core i7 FHD 13th Gen 64GB RAM l,Excellent - Refurbished,"£1,243.16"
*3Years WW* Dell Latitude E5470 i3-6100U 4GB 480GB SSD W11P FullHD Cam,Pre-owned,£165.11
*3 Years WW* Dell Latitude E6440 i5-4310M 16GB 500GB DRW W10P FullHD uCam,Pre-owned,£164.25
*3 Years WW* HP ZBook 15 G3 E3-1505Mv5 64GB 1TB W11P M2000M FullHD Cam,Pre-owned,£449.13
Dell Inspiron 3510 15 15.6 Laptop Core i3 FHD 11th Generation 16GB RAM a,Excellent - Refurbished,£374.41
New listingDell 7480 i7 14” Windows 10 Pro Computer Portable 16GB 960GB HDMI Layout US,Refurbished,£512.86
"New listingDell E7470 i7 14"""" Windows 11 Pro 16GB 480GB Laptop Layout USA - PC",Refurbished,£450.49
Dell Inspiron 3511 15 15.6 Laptop Core i3 FHD newest 64GB RAM 4000GB SSD E,Excellent - Refurbished,£818.92
HP ChromeBook 14-CA061DX Intel Celeron N3350 1.10GHz 4GB RAM 2GB Internal Storag,Parts only,£100.01
15.6 Inch Laptop IPS Display 16G RAM 256G SSD Quad Core 6000mAh Fingerprint GOF,Brand new,£239.57
"Dell E6430 14"""" i5 Wind 11 4GB SSD 120GB HDMI Laptop Notebook",Pre-owned,£218.98
Lenovo HP Dell Laptop Computer Set 12 (Destock Market Reseller),Pre-owned,"£2,295.19"
"DELL 7490 14"""" i5 8th LAYOUT ITA LAPTOP 64GB 4TB WINDOWS 10 PRO PC.",Excellent - Refurbished,"£1,327.03"
Dell Inspiron 1545 Back Assembly,Parts only,£19.00
*3Years WFL* Dell Latitude E5450 i5-5300U 4GB 480GB SSD UBUN GeForce FullHD Cam,Pre-owned,£169.39
"Dell Precision 7560 15.6"" Xeon W-11955M 128GB Memory 2TB SSD Nvidia RTX A2000",Certified - Refurbished,"£1,625.19"
ORIGINAL ASUS PA-1650-93 PA-1650-78 19V 3.42A 65W Power Supply CHARGER,Pre-owned,£16.25
"HP EliteBook 820 G2 i5 5300U 2.3GHz 16GB 256GB SSD 12.5"" Win 7 Pro",Pre-owned,£149.70
New listingPC Tablet Rugged i7 With Docking 12” Touch IP65 RAM 16GB SSD 2 TB Win 11 4G LTE,Brand new,"£2,433.74"
LAPTOP DELL Chrome 11 3189 ( Check Description),Parts only,£50.00
"Dell Latitude 3560 15.6"" Laptop Intel Core i3-5005U 2.0GHz 4GB 500GB",Pre-owned,£79.01
Dell Inspiron 5510 15 15.6 Laptop Core i5 FHD 11th Generation 8GB RAM X,Excellent - Refurbished,£564.67
New listingDell 7480 i7 14” Windows 11 Pro Ordenador Portátil 4GB 120GB HDMI Layout Ee,Refurbished,£340.79
"⚡️ Acer 11.6"" Chromebook 311 - Intel Celeron N4000 - 4GB - 32GB eMMC",Pre-owned,£97.00
Dell Latitude 5431 Business 14 Laptop Core i5 FHD Windows 10 8GB RAM R,Excellent - Refurbished,£685.54
Lenovo ThinkPad T470s Core i5-7200U 8Gb 128Gb 1920x1080_IPS_Webcam W10,Pre-owned,£256.45
*3 Years WFL* Dell Latitude E7450 i5-5300U 4GB 480GB SSD UBUNTU FullHD Cam,Pre-owned,£153.13
*3 Years WW* Dell Latitude 5580 i5-7200U 32GB 480GB SSD wi10 FullHD Cam,Pre-owned,£312.26
"HP EliteBook 820 G2 i5 5300U 2.3GHz 16GB 180GB SSD 12.5"" Win 10 Pro",Pre-owned,£145.43
*3Years WW* Dell Latitude E7240 i5-4310U 8GB 240GB SSD W10P Cam,Pre-owned,£144.58
Dell Inspiron 5410 14 Laptop Core i7 FHD 11th Gen 20GB RAM 1000GB SSD Y,Excellent - Refurbished,"£1,041.84"
*3 Years WW* Dell Latitude 7490 i5-7300U 8GB 120GB SSD wi10 FullHD Cam,Pre-owned,£192.49
*3 Years WW* HP EliteBook 840 G3 i5-6200U 32GB 240GB SSD UBUNTU FullHD Cam,Pre-owned,£201.90
"Dell E7470 i7 14"""" Windows 11 Pro 64GB 4TB Layout USA Gaming PC",Pre-owned,"£1,347.68"
Microsoft Surface Laptop 3 - Intel i5 @ 1.2 GHz - 8 GB Ram - 128 GB SSD / 1867,Pre-owned,£275.03
For 11 Laptop 14in 1920x1080 IPS HD Display 6GB Memory 1TB 2.4G 5G WIFI GD2,Brand new,£221.09
Bag for GPD WIN Max 2 11 Mini Laptop Gaming PC Computer Protector Storage Case-,Brand new,£26.91
0562 Acer Aspire One NetBook Laptop PC,Parts only,£6.96
Dell Latitude 5500 Business 15 15.6 Laptop Core i7 FHD 8th Gen 16GB RAM W,Excellent - Refurbished,£437.84
*3 Years WW* Dell Latitude E7470 i5-6300U 4GB 480GB SSD W10H FullHD Cam,Pre-owned,£170.24
Dell Inspiron 1100 Laptop no ram no HD AS IS FOR PARTS,Parts only,£19.95
15.6in IPS Laptop Quad Core 12G LPDDR4 SSD For Celeron Processor N5095 DOB,Brand new,£247.31
10.1in Touch Screen 1024x600 IPS Capacitive Display Monitor For Raspberry P SGH,Brand new,£137.40
*3 Years WW* Lenovo ThinkPad T460 i5-6300U 16GB 240GB SSD W10H Cam,Pre-owned,£169.39
*3Years WW* Dell Latitude E5550 i5-5300U 8GB 120GB SSD W10H Cam,Pre-owned,£158.27
*3 Years WW* HP EliteBook 850 G3 i7-6500U 4GB 120GB SSD UBUNTU FullHD Cam,Pre-owned,£220.72
"HP EliteBook 9470M (14"" HD) Notebook i5 2.80GHz 8GB 250GB SSD Win10+G-Data",Pre-owned,£665.38
*3 Years WW* HP EliteBook 840 G3 i5-6300U 16GB 320GB UBUNTU FullHD Cam,Pre-owned,£163.40
*3 Years WW* Dell Latitude E5470 i5-6300U 8GB 120GB SSD UBUNTU Cam,Pre-owned,£130.04
*3 Years WW* HP ZBook 15 G4 i7-7820HQ 16GB 480GB SSD W11H M2200 FullHD Cam,Pre-owned,£416.63
Dell Latitude 5440 Business 14 Laptop Core i7 FHD 13th Gen 32GB RAM J,Excellent - Refurbished,£955.36
Tablet 10” Touch Rugged 16GB SSD 960 GB Windows 11 Pro Touchscreen IP65 PC LTE,Brand new,"£1,173.27"
Dustproof Storage Case for X9 X10 Portable Hard Disk Storage Bag,Brand new,£6.69
New listingPC Tablet 12” Touch Rugged IP65 With Docking N5105 RAM 8GB SSD 480GB Wind 10 4G,Brand new,"£1,408.77"
*3 Years WW* HP EliteBook 840 G5 i5-8350U 4GB 120GB SSD W11H FullHD Cam,Pre-owned,£221.57
New 15.6 Inch Laptop With 7in Touch Screen For 10 11 Dual Screen Laptop,Brand new,£313.78 to £349.65
(16GB+512GB EU Male)15 6-Inch Dual Screen Laptop Ultra Thin Laptop,Brand new,£350.01
Shop on eBay,Brand New,$20.00
New 15.6 Inch Laptop With 7in Touch Screen For 10 11 Dual Screen Laptop,Brand new,£313.78 to £349.65
(16GB+512GB EU Male)15 6-Inch Dual Screen Laptop Ultra Thin Laptop,Brand new,£350.01
LENOVO IdeaPad 5 15IIL05 Intel Core I7-1065G7 16GB 256GB QWERTY US 81YK00E8MH,Good - Refurbished,£483.57
Dell Latitude E5450 14'' Notebook (Intel Core i5 5th Gen 2.3GHz 4GB 500GB Win10),Pre-owned,£97.72
HP PAVILLON 15-N267SA MADSTERIZER,Pre-owned,£6.84
"16"""" Laptop 12+512GB Intel Celeron N5095 Windows 11 1920*1200 FHD Notebook",Brand new,£228.42
Dell Latitude E5570 i5-6200U@2.30GHz 12 GB RAM 500GB HDD +AC ADAPTER *NO OS *#95,Pre-owned,£143.98
WILLIAMS BLUE BIRD 2 ( BB2 ) CPU WITH XERXES SOFTWARE,Pre-owned,£349.04
*3 Years WW* HP EliteBook 840 G3 i5-6300U 4GB 320GB UBUNTU FullHD uCam,Pre-owned,£142.01
"Acer N15Q9 Chromebook -15.6""Screen -Intel Celeron -4GB Ram -16GB SSD -Chrome OS",Pre-owned,£76.01
Dell Latitude 3410 Business 14 Laptop Core i7 FHD 1920x1080 16GB RAM F,Excellent - Refurbished,£501.70
Dell Latitude 7390 Business 13 13.3 Laptop Core i7 FHD portable 16GB RAM O,Excellent - Refurbished,£470.67
"New listingi5 12"""" Rugged Touch IP65 16GB SSD 2TB Personal Computer Tablet i5",Brand new,"£1,941.43"
HP Laptop Model HSTNN-C02C ( With Power Adapter ),Pre-owned,£95.01
"Gateway NE56R48u 15.6""",Parts only,£50.01
"Notebook Dell E5440 14"" i5 WIN10 8GB 120GB Ordenador Portátil Teclado Ita",Refurbished,£239.49
Dell Latitude 5420 Good Condition,Good - Refurbished,£405.50
Dell Latitude E5450,Pre-owned,£200.02
For 11 Laptop 14in 1920x1080 IPS HD Display 6GB Memory 1TB 2.4G 5G WIFI BHC,Brand new,£221.13
Dell Latitude Rugged Extreme 7230 Business 12 Laptop Core i5 FHD Touchscreen Y,Excellent - Refurbished,"£1,947.11"
2030 Latest 11 6-Inch HD Laptop For Celeron N4020 8GB Memory,Brand new,£168.92
"Dell Latitude E5570 i5-6200U@2.30GHz 8GB NO HDD, HDD CADDY, AC***#90",Pre-owned,£143.98
*3Years WW* Dell Latitude E5470 i3-6100U 4GB 240GB SSD W10H FullHD Cam,Pre-owned,£148.00
*3 Years WW* Dell Latitude 5580 i5-7200U 32GB 480GB SSD W11P FullHD Cam,Pre-owned,£333.64
*3 Years WW* Lenovo ThinkPad T470 i5-6300U 16GB 240GB SSD W10H FullHD Cam,Pre-owned,£197.62
BMW i3 G28 i4 G26 RADIO AUDIO CONTROL PANEL BUTTON 5A3F6C6,Pre-owned,£118.88
*3Years WW* Dell Latitude E5450 i5-5300U 16GB 120GB SSD UBUNTU FullHD Cam,Pre-owned,£149.71
Dell Inspiron 3511 15 15.6 Laptop Core i5 FHD college 256GB RAM 256GB SSD U,Excellent - Refurbished,"£1,830.42"
Laptop 15.6in For N5095CPU 12GB RAM For Win 11 Fingerprint Keypad Back SD3,Brand new,£269.58
IPS Laptop Quad Core 8G RAM 1920x1080 15.6in Laptop For Office,Brand new,£228.89
PC Tablet i5 10” Touch Rugged IP65 With Dock RAM 16GB SSD 2 TB Windows 10 LTE,Brand new,"£1,783.24"
New listingASUS TUF A17 FA707NV-HX052W 43.9cm (17.3) Ryzen 7 RTX4060 (90NR0E35-M00300),Brand new,"£1,468.03"
Dell Inspiron 3511 15 15.6 Laptop Core i5 FHD computer 64GB RAM 1000GB SSD 2,Excellent - Refurbished,£681.33
"DELL 7490 14"""" i5 8th WINDOWS 11 PRO 8GB 240GB LAPTOP PC LAYOUT ITA.",Good - Refurbished,£364.09
"Lenovo THINKPAD T470 Core i5-7300U 2,6GHz 8Gb 512GB SSD 1920x1080 IPS",Pre-owned,£258.15
*3 Years WW* HP ProBook 430 G7 i5-10210U 32GB 120GB SSD wi10 FullHD Cam,Pre-owned,£375.56
*3Years WW* Dell Latitude 7290 i5-8350U 4GB 240GB SSD wi10 HDTV Cam,Pre-owned,£196.76
*3 Years WW* Dell Latitude E7270 i5-6300U 4GB 480GB SSD W11H Cam,Pre-owned,£150.57
"Dell Latitude E5430 14"" Intel i5-3210M 2.5GHz 4GB RAM 160GB Ssd Wnd10 J",Pre-owned,£160.02
"New listingHP 655 AMD E2-1800 15.5"" WXGA 4GB 500GB HDD Win 10 Pro Notebook PC QWERTY - E428",Pre-owned,£59.03
Lenovo THINKPAD T450 Core i5 5300U 8GB 128GB SSD Bluetooth Windows 10 Wifi,Pre-owned,£158.07
*3 Years WW* Dell Latitude E7450 i5-5200U 8GB 1TB SSD UBUNTU Cam,Pre-owned,£167.68
*3 Years WW* HP ZBook 15 G3 i7-6820HQ 32GB 480GB SSD W10P M2000M FullHD Cam,Pre-owned,£384.12
Lenovo Notebook SSD Epson WorkF100 Win 10 Stable Travel Office i5,Pre-owned,£413.10
"HP EliteBook 9470M (14"" HD) Notebook i5-3427U 2,8GHz 4GB RAM 1TB HDD Win7+Tasche",Pre-owned,£490.38
*3 Years WW* HP ProBook 450 G3 i5-6200U 4GB 240GB SSD UBUNTU FHD Cam,Pre-owned,£181.36
*3 Years WW* HP EliteBook 850 G2 i7-5600U 16GB 120GB SSD UBUNTU FullHD Cam,Pre-owned,£223.28
"*3Years WW* Dell Latitude 5480 i5-7300U 8GB 120GB SSD 2.5"" W11H HDTV Cam",Pre-owned,£164.25
"*3Year WW* Dell Latitude 5480 i5-6300U 16GB 480GB SSD 2.5"" W11H HDTV Cam",Pre-owned,£186.50
*3 Years WW* HP ProBook 450 G3 i7-6500U 8GB 240GB SSD W10H FullHD Cam,Pre-owned,£243.82
"*3Years WW* Dell Latitude 5480 i5-6300U 4GB 120GB SSD 2.5"" W10H HDTV Cam",Pre-owned,£149.71
"HP EliteBook 840 G2 (14"" HD Notebook i5 2x2,30GHz 16GB RAM 1TB SSD Win7+Tasche",Pre-owned,£614.95
*3 Years WW* HP ZBook 15 G3 E3-1505Mv5 16GB 500GB W11H M2000M FullHD Cam,Pre-owned,£329.37
"Lenovo ThinkPad L470 14"" FHD Notebook Intel i3 2x2.40GHz 8GB 1TB HDD Win10",Brand new,£684.35
*3 Years WW* HP ZBook 15 G3 E3-1505Mv5 32GB 1TB W10H M2000M FullHD Cam,Pre-owned,£378.98
*3 Years WFL* HP ProBook 450 G8 i5-1135G7 4GB 480GB SSD wi10 Iris FullHD Cam,Pre-owned,£448.28
*3Y WW* Dell Latitude E6440 i5-4310M 8GB 1TB DRW W10H FullHD uCam,Pre-owned,£159.98
*3 Years WW* HP EliteBook 840 G3 i5-6300U 32GB 240GB SSD UBUNTU FullHD Cam,Pre-owned,£201.90
Dell Latitude 5500 Business 15 15.6 Laptop Core i7 FHD 8th Gen 8GB RAM D,Excellent - Refurbished,£446.04
*3Years WW* Dell Latitude E7470 i5-6300U 16GB 240GB SSD W10H FullHD Cam,Pre-owned,£183.93
"HP 14-fq0039nr 14"" Ryzen 3 3250U 8GB RAM 256 GB SSD Laptop",Pre-owned,£290.02
"Lenovo ThinkPad L450 i3 5005U 2GHz 4GB 512GB SSD 14"" Win 10 Pro",Pre-owned,£153.98
"New listingCore i7 12"""" Touch Rugged IP65 16GB SSD 120GB Windows 10 4G LTE Tablet PC",Brand new,"£2,043.69"
"HP EliteBook 840 G3 (14""FHD) Notebook i5 2x2.4GHz 8GB 120GB SSD Win10+Bag",Pre-owned,£598.42
*3 Years WW* Lenovo ThinkPad T450 i5-5300U 16GB 480GB SSD W10H HD+ Cam,Pre-owned,£171.10
"Dell Latitude E6540 a-Ware Core i5-4200M 16Gb 180Gb SSD 15,6 `1920x1080 Cam HDMI",Pre-owned,£273.02
"HP Chromebook 14a-na0023cl 14"" Intel N4020 4GB Ram 64GB eMMC Grey Used #3kk",Pre-owned,£125.00
Dell Inspiron 14 3442 i3-4005U 1.7GHz 4GB RAM DVDRW Win10 160GbHDD No_AC_Charger,Parts only,£75.01
Dell Inspiron 14 Serie 3000 3442 P53G Ventilador Y Disipador,Pre-owned,£8.55
Dell Inspiron 3501 15 15.6 Laptop Core i5 FHD 11th Gen 256GB RAM 256GB SSD A,Excellent - Refurbished,"£1,879.66"
Dell Precision 5540 Workstation 15 15.6 Laptop Core i7 4k uhd Touchscreen u,Excellent - Refurbished,"£1,173.57"
*3 Years WW* Lenovo ThinkPad T460 i5-6300U 16GB 480GB SSD W11H FullHD Cam,Pre-owned,£190.78
New listingPC Tablet 12” Touch Rugged IP65 N5105 RAM 8GB SSD 480GB Windows 10 Pro 4G LTE,Brand new,"£1,308.28"
"DELL Latitude E7240, Intel Core i5-4300U, 1.9GHz, 4GB, 256GB SSD",Pre-owned,£298.57
Lenovo ThinkPad T470 i5-6200U 8GB 240GB SSD 1920x1080 Windows 10 Professional,Very Good - Refurbished,£153.13
(16+512G EU Male) 15 6-Inch Laptop 1080P 2K IPS Laptop N5095,Brand new,£283.29
Shop on eBay,Brand New,$20.00
"Dell Latitude E5430 14"" Intel i5-3210M 2.5GHz 4GB RAM 160GB Ssd Wnd10 J",Pre-owned,£160.02
"New listingHP 655 AMD E2-1800 15.5"" WXGA 4GB 500GB HDD Win 10 Pro Notebook PC QWERTY - E428",Pre-owned,£59.03
Lenovo ThinkPad T470 i5-6200U 8GB 240GB SSD 1920x1080 Windows 10 Professional,Very Good - Refurbished,£153.13
(16+512G EU Male) 15 6-Inch Laptop 1080P 2K IPS Laptop N5095,Brand new,£283.29
*3 Years WW* Dell Latitude 5580 i5-7200U 32GB 480GB SSD W11P FullHD Cam,Pre-owned,£333.64
HP Chromebook Elite C1030 I3-10110U 8GB 128GB QWERTY US 178B2EA#ABH,Brand new,£680.33
HP PAVILLON 15-N267SA MADSTERIZER,Pre-owned,£6.84
Dell Inspiron 5410 14 Laptop Core i7 FHD 11th Gen 20GB RAM 1000GB SSD Y,Excellent - Refurbished,"£1,041.84"
Dell Latitude E5570 i5-6200U@2.30GHz 12 GB RAM 500GB HDD +AC ADAPTER *NO OS *#95,Pre-owned,£143.98
WILLIAMS BLUE BIRD 2 ( BB2 ) CPU WITH XERXES SOFTWARE,Pre-owned,£349.04
Dell Latitude 5500 Business 15 15.6 Laptop Core i7 FHD 8th Gen 16GB RAM W,Excellent - Refurbished,£437.84
*3 Years WW* HP EliteBook 840 G3 i5-6300U 4GB 320GB UBUNTU FullHD uCam,Pre-owned,£142.01
"Acer N15Q9 Chromebook -15.6""Screen -Intel Celeron -4GB Ram -16GB SSD -Chrome OS",Pre-owned,£76.01
Dell Latitude E7470 Intel Core i5-6300U 2.4GHz 8GB RAM 256GB SSD 14'' No OS,Pre-owned,£82.40
hp stream 14-ax010nr,Pre-owned,£80.01
HP ProBook 640 G3 Intel i5-7300U @ 2.60GHz 8GB DDR4 256GB SSD Win 10 Memory,Pre-owned,£325.09
Lot of 3 Samsung XE500C12 Dual-Core 2.16GHz  Chromebook ,Parts only,£100.01
"New listingi5 12"""" Rugged Touch IP65 16GB SSD 2TB Personal Computer Tablet i5",Brand new,"£1,941.43"
For 11 Laptop 14in 1920x1080 IPS HD Display 6GB RAM 1TB 2.4G 5G WIFI 2BB,Brand new,£223.65
Dell Latitude E5450,Pre-owned,£200.02
2030 Latest 11 6-Inch HD Laptop For Celeron N4020 8GB Memory,Brand new,£168.92
*3 Years WW* HP EliteBook 840 G3 i5-6300U 16GB 320GB UBUNTU FullHD Cam,Pre-owned,£163.40
*3Years WW* Dell Latitude E5470 i3-6100U 4GB 480GB SSD W11P FullHD Cam,Pre-owned,£165.11
*3 Years WW* HP EliteBook 850 G3 i5-6300U 16GB 120GB SSD wi10 M365X FHD Cam,Pre-owned,£213.02
*3Years WW* Dell Latitude E5550 i5-5300U 8GB 120GB SSD W10H Cam,Pre-owned,£158.27
*3 Years WW* Dell Latitude 5580 i7-7600U 32GB 120GB SSD wi10 FullHD uCam,Pre-owned,£303.70
*3 Years WW* HP ZBook 15 G3 E3-1505Mv5 32GB 1TB W10H M2000M FullHD Cam,Pre-owned,£378.98
*3 Years WW* HP EliteBook 840 G1 i5-4200U 8GB 120GB SSD W10H Cam,Pre-owned,£124.90
02 015 Supporto Da Scrivania Per Laptop Facile Da Piegare Facile Da Portare,Brand new,£37.56
12.3in 2in 1 Laptop 3K Touchscreen 12+1TB 2880x1920 6000mAh Laptop Compute GD2,Brand new,£328.47
*3 Years WW* HP EliteBook 840 G3 i5-6300U 32GB 240GB SSD UBUNTU FullHD Cam,Pre-owned,£201.90
"Dell Latitude E5570 i5-6200U@2.30GHz 8GB NO HDD, HDD CADDY, AC***#90",Pre-owned,£143.98
*3 Years WW* Lenovo ThinkPad T470 i5-6300U 16GB 240GB SSD W10H FullHD Cam,Pre-owned,£197.62
BMW i3 G28 i4 G26 RADIO AUDIO CONTROL PANEL BUTTON 5A3F6C6,Pre-owned,£118.88
*3Years WW* Dell Latitude E7470 i5-6300U 16GB 240GB SSD W10H FullHD Cam,Pre-owned,£183.93
PC Tablet i5 10” Touch Rugged IP65 With Dock RAM 16GB SSD 2 TB Windows 10 LTE,Brand new,"£1,783.24"
New listingASUS TUF A17 FA707NV-HX052W 43.9cm (17.3) Ryzen 7 RTX4060 (90NR0E35-M00300),Brand new,"£1,468.03"
"DELL 7490 14"""" i5 8th WINDOWS 11 PRO 8GB 240GB LAPTOP PC LAYOUT ITA.",Good - Refurbished,£364.09
HP ProBook 430 G4 i3-7100U 4GB/320GB HDD WIN 7/10,Pre-owned,£247.23 to £443.99
"Dell Latitude E7440 14"" i5-4300U 1.90GHz 8GB 256GB HDMI Webcam Win 10 Laptop",Pre-owned,£131.01
Dell Latitude 5440 Business 14 Laptop Core i7 FHD 13th Gen 32GB RAM J,Excellent - Refurbished,£955.36
"Lenovo THINKPAD T470 Core i5-7300U 2,6GHz 8Gb 512GB SSD 1920x1080 IPS",Pre-owned,£258.15
*3 Years WW* HP ProBook 430 G7 i5-10210U 32GB 120GB SSD wi10 FullHD Cam,Pre-owned,£375.56
Dell Latitude 3410 Business 14 Laptop Core i5 FHD 10th Generation 8GB RAM g,Excellent - Refurbished,£403.99
*3Years WW* Dell Latitude 7290 i5-8350U 4GB 240GB SSD wi10 HDTV Cam,Pre-owned,£196.76
*3 Years WW* Dell Latitude E7270 i5-6300U 4GB 480GB SSD W11H Cam,Pre-owned,£150.57
Lenovo THINKPAD T450 Core i5 5300U 8GB 128GB SSD Bluetooth Windows 10 Wifi,Pre-owned,£158.07
*3 Years WW* Dell Latitude E7450 i5-5200U 8GB 1TB SSD UBUNTU Cam,Pre-owned,£167.68
*3 Years WW* HP ZBook 15 G3 i7-6820HQ 32GB 480GB SSD W10P M2000M FullHD Cam,Pre-owned,£384.12
Lenovo Notebook SSD Epson WorkF100 Win 10 Stable Travel Office i5,Pre-owned,£413.10
"HP 14-fq0039nr 14"" Ryzen 3 3250U 8GB RAM 256 GB SSD Laptop",Pre-owned,£290.02
"Lenovo ThinkPad L450 i3 5005U 2GHz 4GB 512GB SSD 14"" Win 10 Pro",Pre-owned,£153.98
"HP EliteBook 9470M (14"" HD) i5-3427U 2.8GHz 12GB 250GB SSD Win10 Notebook",Pre-owned,£665.38
"New listingCore i7 12"""" Touch Rugged IP65 16GB SSD 120GB Windows 10 4G LTE Tablet PC",Brand new,"£2,043.69"
"HP EliteBook 840 G3 (14""FHD) Notebook i5 2x2.4GHz 8GB 120GB SSD Win10+Bag",Pre-owned,£598.42
*3 Years WW* Lenovo ThinkPad T450 i5-5300U 16GB 480GB SSD W10H HD+ Cam,Pre-owned,£171.10
"Dell Latitude E6540 a-Ware Core i5-4200M 16Gb 180Gb SSD 15,6 `1920x1080 Cam HDMI",Pre-owned,£273.02
"HP Chromebook 14a-na0023cl 14"" Intel N4020 4GB Ram 64GB eMMC Grey Used #3kk",Pre-owned,£125.00
Dell Latitude 3410 Business 14 Laptop Core i7 FHD 1920x1080 16GB RAM F,Excellent - Refurbished,£501.70
Dell Latitude 7390 Business 13 13.3 Laptop Core i7 FHD portable 16GB RAM O,Excellent - Refurbished,£470.67
Dell Inspiron 14 3442 i3-4005U 1.7GHz 4GB RAM DVDRW Win10 160GbHDD No_AC_Charger,Parts only,£75.01
Dell Inspiron 14 Serie 3000 3442 P53G Ventilador Y Disipador,Pre-owned,£8.55
*3 Years WW* HP ProBook 450 G8 i7-1165G7 16GB 240GB SSD wi10 Iris FullHD Cam,Pre-owned,£534.68
*3 Years WW* Lenovo ThinkPad T460 i5-6300U 16GB 480GB SSD W11H FullHD Cam,Pre-owned,£190.78
New listingPC Tablet 12” Touch Rugged IP65 N5105 RAM 8GB SSD 480GB Windows 10 Pro 4G LTE,Brand new,"£1,308.28"
